name,mass,GeoLocation
Lewis Cliff 87124,3.7,"(-84.253970, 161.439400)"
Lewis Cliff 87125,4.3,"(-84.254890, 161.460720)"
Lewis Cliff 87126,15.8,"(-84.253630, 161.468330)"
Lewis Cliff 87127,12.7,"(-84.253440, 161.439180)"
Lewis Cliff 87128,18.5,"(-84.253660, 161.414270)"
Lewis Cliff 87129,10.2,"(-84.254760, 161.455240)"
Lewis Cliff 87133,2.4,"(-84.254230, 161.449680)"
Lewis Cliff 87134,9.6,"(-84.254110, 161.428810)"
Lewis Cliff 87135,11.0,"(-84.254260, 161.455190)"
Lewis Cliff 87136,4.0,"(-84.254350, 161.416020)"
Lewis Cliff 87137,20.7,"(-84.253590, 161.409150)"
Lewis Cliff 87138,4.9,"(-84.253450, 161.416610)"
Lewis Cliff 87139,2.4,"(-84.254530, 161.427630)"
Lewis Cliff 87140,7.7,"(-84.254430, 161.416960)"
Lewis Cliff 87141,7.9,"(-84.355730, 161.357200)"
Lewis Cliff 87142,4.1,"(-84.359340, 161.373220)"
Lewis Cliff 87143,112.9,"(-84.349340, 161.324190)"
Lewis Cliff 87144,22.3,"(-84.272420, 161.720120)"
Lewis Cliff 87145,9.7,"(-84.345280, 161.378650)"
Lewis Cliff 87146,2.0,"(-84.346460, 161.327240)"
Lewis Cliff 87147,5.7,"(-84.362450, 161.374310)"
Lewis Cliff 87148,42.5,"(-84.362930, 161.223630)"
Lewis Cliff 87149,2.1,"(-84.342350, 161.260950)"
Lewis Cliff 87150,16.8,"(-84.346660, 161.273970)"
Lewis Cliff 87151,21.5,"(-84.355800, 161.306290)"
Lewis Cliff 87152,0.6,"(-84.345180, 161.305750)"
Lewis Cliff 87153,34.1,"(-84.362070, 161.371960)"
Lewis Cliff 87154,61.4,"(-84.358500, 161.394910)"
Lewis Cliff 87155,54.0,"(-84.360250, 161.228180)"
Lewis Cliff 87156,0.5,"(-84.343830, 161.377020)"
Lewis Cliff 87157,19.4,"(-84.348530, 161.325020)"
Lewis Cliff 87158,28.9,"(-84.365080, 161.374780)"
Lewis Cliff 87159,0.3,"(-84.346340, 161.250890)"
Lewis Cliff 87160,0.6,"(-84.345250, 161.378660)"
Lewis Cliff 87161,20.0,"(-84.341760, 161.243300)"
Lewis Cliff 87162,35.3,"(-84.348080, 161.324390)"
Lewis Cliff 87163,0.3,"(-84.357030, 161.362910)"
Lewis Cliff 87164,0.7,"(-84.346530, 161.341140)"
Lewis Cliff 87165,5.0,"(-84.342730, 161.398840)"
Lewis Cliff 87166,122.7,"(-84.367770, 161.299760)"
Lewis Cliff 87167,1.4,"(-84.344080, 161.436460)"
Lewis Cliff 87169,169.8,"(-84.369760, 161.225360)"
Lewis Cliff 87170,0.2,"(-84.346640, 161.327820)"
Lewis Cliff 87171,95.6,"(-84.354320, 161.199740)"
Lewis Cliff 87172,93.2,"(-84.354000, 161.383060)"
Lewis Cliff 87173,45.1,"(-84.347900, 161.443100)"
Lewis Cliff 87174,101.5,"(-84.352310, 161.201660)"
Lewis Cliff 87175,127.4,"(-84.354360, 161.135180)"
Lewis Cliff 87176,34.2,"(-84.346740, 161.329790)"
Lewis Cliff 87177,12.2,"(-84.344340, 161.468080)"
Lewis Cliff 87179,4.9,"(-84.274650, 161.404750)"
Lewis Cliff 87180,36.6,"(-84.271620, 161.389520)"
Lewis Cliff 87181,38.3,"(-84.283330, 161.083330)"
Lewis Cliff 87182,60.1,"(-84.348580, 161.406910)"
Lewis Cliff 87183,57.9,"(-84.273450, 161.702530)"
Lewis Cliff 87184,47.2,"(-84.273390, 161.700390)"
Lewis Cliff 87185,5.4,"(-84.273290, 161.701850)"
Lewis Cliff 87186,27.4,"(-84.273370, 161.702740)"
Lewis Cliff 87187,6.3,"(-84.272470, 161.719670)"
Lewis Cliff 87188,11.0,"(-84.272500, 161.717050)"
Lewis Cliff 87189,30.6,"(-84.272550, 161.718000)"
Lewis Cliff 87190,24.1,"(-84.253660, 161.406340)"
Lewis Cliff 87191,6.7,"(-84.273320, 161.700610)"
Lewis Cliff 87192,24.0,"(-84.283330, 161.083330)"
Lewis Cliff 87193,24.6,"(-84.272500, 161.719750)"
Lewis Cliff 87194,57.7,"(-84.348810, 161.447190)"
Lewis Cliff 87195,22.1,"(-84.346750, 161.322050)"
Lewis Cliff 87196,83.3,"(-84.379970, 161.182020)"
Lewis Cliff 87197,10.4,"(-84.273570, 161.695590)"
Lewis Cliff 87198,47.2,"(-84.273220, 161.703560)"
Lewis Cliff 87199,113.7,"(-84.273570, 161.696010)"
Lewis Cliff 87200,17.1,"(-84.384070, 162.092830)"
Lewis Cliff 87201,19.5,"(-84.273200, 161.699240)"
Lewis Cliff 87202,20.8,"(-84.272570, 161.716450)"
Lewis Cliff 87203,20.7,"(-84.273590, 161.694980)"
Lewis Cliff 87204,47.7,"(-84.273410, 161.702620)"
Lewis Cliff 87205,51.3,"(-84.272600, 161.716320)"
Lewis Cliff 87206,6.3,"(-84.272340, 161.720480)"
Lewis Cliff 87207,40.2,"(-84.273420, 161.698470)"
Lewis Cliff 87208,34.5,"(-84.283330, 161.083330)"
Lewis Cliff 87209,53.6,"(-84.345240, 161.410050)"
Lewis Cliff 87210,119.5,"(-84.372400, 161.105900)"
Lewis Cliff 87212,7.7,"(-84.272600, 161.716410)"
Lewis Cliff 87213,56.1,"(-84.342230, 161.422080)"
Lewis Cliff 87214,0.4,"(-84.342420, 161.252520)"
Lewis Cliff 87215,26.3,"(-84.272940, 161.710180)"
Lewis Cliff 87216,7.3,"(-84.272650, 161.716790)"
Lewis Cliff 87217,25.6,"(-84.272840, 161.713440)"
Lewis Cliff 87218,0.8,"(-84.345130, 161.305760)"
Lewis Cliff 87219,21.5,"(-84.272420, 161.719020)"
Lewis Cliff 87220,6.7,"(-84.342340, 161.251390)"
Lewis Cliff 87221,15.1,"(-84.344110, 161.194580)"
Lewis Cliff 87222,51.9,"(-84.272680, 161.717560)"
Lewis Cliff 87223,110.3,"(-84.370400, 161.318100)"
Lewis Cliff 87224,149.3,"(-84.364190, 161.320610)"
Lewis Cliff 87225,9.1,"(-84.272970, 161.710390)"
Lewis Cliff 87226,1.1,"(-84.373200, 161.202890)"
Lewis Cliff 87228,2.4,"(-84.357000, 161.364430)"
Lewis Cliff 87230,175.1,"(-84.356320, 161.329180)"
Lewis Cliff 87231,75.09999999999998,"(-84.355160, 161.368640)"
Lewis Cliff 87232,23.1,"(-84.342010, 161.393140)"
Lewis Cliff 87233,36.6,"(-84.272810, 161.712900)"
Lewis Cliff 87234,34.2,"(-84.361990, 161.293080)"
Lewis Cliff 87235,1.1,"(-84.344170, 161.466000)"
Lewis Cliff 87236,23.5,"(-84.272750, 161.715940)"
Lewis Cliff 87237,1.9,"(-84.346510, 161.319700)"
Lewis Cliff 87239,3.6,"(-84.342210, 161.393470)"
Lewis Cliff 87240,44.3,"(-84.272880, 161.712930)"
Lewis Cliff 87241,0.5,"(-84.345630, 161.310580)"
Lewis Cliff 87242,17.3,"(-84.272830, 161.712700)"
Lewis Cliff 87243,34.8,"(-84.272810, 161.712920)"
Lewis Cliff 87244,35.6,"(-84.353820, 161.429450)"
Lewis Cliff 87245,27.5,"(-84.359910, 161.166570)"
Lewis Cliff 87246,31.3,"(-84.341870, 161.393520)"
Lewis Cliff 87247,67.6,"(-84.358640, 161.395230)"
Lewis Cliff 87248,13.8,"(-84.283330, 161.083330)"
Lewis Cliff 87249,3.1,"(-84.341450, 161.409400)"
Lewis Cliff 87250,1.7,"(-84.340380, 161.400960)"
Lewis Cliff 87251,0.7,"(-84.344170, 161.465990)"
Lewis Cliff 87252,0.6,"(-84.346040, 161.312730)"
Lewis Cliff 87253,3.9,"(-84.273030, 161.707910)"
Lewis Cliff 87254,12.8,"(-84.283330, 161.083330)"
Lewis Cliff 87255,39.7,"(-84.272610, 161.716090)"
Lewis Cliff 87256,6.6,"(-84.272400, 161.719030)"
Lewis Cliff 87257,13.5,"(-84.272490, 161.717930)"
Lewis Cliff 87258,55.0,"(-84.272340, 161.720470)"
Lewis Cliff 87259,9.6,"(-84.342490, 161.255220)"
Lewis Cliff 87260,37.0,"(-84.272470, 161.718060)"
Lewis Cliff 87261,89.1,"(-84.272710, 161.715230)"
Lewis Cliff 87262,15.9,"(-84.272690, 161.714600)"
Lewis Cliff 87263,67.5,"(-84.347190, 161.404230)"
Lewis Cliff 87264,3.4,"(-84.346800, 161.344200)"
Lewis Cliff 87265,9.4,"(-84.272510, 161.718620)"
Lewis Cliff 87266,5.0,"(-84.351400, 161.376620)"
Lewis Cliff 87267,91.1,"(-84.273260, 161.704940)"
Lewis Cliff 87268,55.4,"(-84.272590, 161.717620)"
Lewis Cliff 87269,25.3,"(-84.272500, 161.717770)"
Lewis Cliff 87270,42.2,"(-84.272510, 161.717660)"
Lewis Cliff 87271,0.9,"(-84.341860, 161.245410)"
Lewis Cliff 87272,3.6,"(-84.272500, 161.717750)"
Lewis Cliff 87273,48.2,"(-84.272580, 161.717170)"
Lewis Cliff 87274,34.2,"(-84.272640, 161.716230)"
Lewis Cliff 87275,7.7,"(-84.272620, 161.715960)"
Lewis Cliff 87276,11.7,"(-84.272580, 161.716250)"
Lewis Cliff 87277,89.5,"(-84.272620, 161.717560)"
Lewis Cliff 87278,31.4,"(-84.272490, 161.718140)"
Lewis Cliff 87279,80.0,"(-84.361950, 161.291810)"
Lewis Cliff 87280,2.6,"(-84.272890, 161.712400)"
Lewis Cliff 87281,24.9,"(-84.273070, 161.708010)"
Lewis Cliff 87282,41.0,"(-84.272510, 161.717890)"
Lewis Cliff 87283,33.3,"(-84.272400, 161.718450)"
Lewis Cliff 87284,38.6,"(-84.283330, 161.083330)"
Lewis Cliff 87285,0.5,"(-84.346460, 161.321570)"
Lewis Cliff 87286,3.9,"(-84.272930, 161.710500)"
Lewis Cliff 87287,22.5,"(-84.272700, 161.714810)"
Lewis Cliff 87288,8.800000000000002,"(-84.272550, 161.716200)"
Lewis Cliff 87289,30.4,"(-84.373580, 161.123550)"
Lewis Cliff 87290,20.6,"(-84.272360, 161.718260)"
Lewis Cliff 87291,61.4,"(-84.272890, 161.712340)"
Lewis Cliff 87293,0.8,"(-84.345510, 161.310210)"
Lewis Cliff 87294,3.9,"(-84.344670, 161.470610)"
Lewis Cliff 87295,20.0,"(-84.364040, 161.383500)"
Lewis Cliff 88001,44.9,"(-84.275470, 161.449850)"
Lewis Cliff 88002,7.2,"(-84.280400, 161.368490)"
Lewis Cliff 88003,1.7,"(-84.274670, 161.377840)"
Lewis Cliff 88005,253.9,"(-84.249470, 161.387770)"
Lewis Cliff 88006,27.0,"(-84.281600, 161.341440)"
Lewis Cliff 88007,8.4,"(-84.275910, 161.410720)"
Lewis Cliff 88008,17.9,"(-84.238540, 161.486360)"
Lewis Cliff 88009,11.7,"(-84.273780, 161.375500)"
Lewis Cliff 88010,7.1,"(-84.235790, 161.474130)"
Lewis Cliff 88011,2.0,"(-84.280420, 161.387630)"
Lewis Cliff 88012,3.8,"(-84.247700, 161.425240)"
Lewis Cliff 88013,219.1,"(-84.276040, 161.341510)"
Lewis Cliff 88014,466.5,"(-84.277440, 161.640440)"
Lewis Cliff 88015,528.2,"(-84.283330, 161.083330)"
Lewis Cliff 88016,308.0,"(-84.250980, 161.403320)"
Lewis Cliff 88017,263.9,"(-84.243970, 161.424970)"
Lewis Cliff 88018,215.1,"(-84.287930, 161.322570)"
Lewis Cliff 88019,238.0,"(-84.232240, 161.578170)"
Lewis Cliff 88020,107.3,"(-84.232020, 161.576460)"
Lewis Cliff 88021,731.0,"(-84.266790, 161.336740)"
Lewis Cliff 88022,1274.3,"(-84.249740, 161.383590)"
Lewis Cliff 88023,8.0,"(-84.283330, 161.083330)"
Lewis Cliff 88024,23.1,"(-84.251640, 161.398970)"
Lewis Cliff 88025,31.4,"(-84.246890, 161.529390)"
Lewis Cliff 88026,9.0,"(-84.250770, 161.401990)"
Lewis Cliff 88027,10.9,"(-84.246710, 161.461140)"
Lewis Cliff 88028,6.7,"(-84.251320, 161.401330)"
Lewis Cliff 88029,10.6,"(-84.236720, 161.527600)"
Lewis Cliff 88030,35.20000000000001,"(-84.243490, 161.416740)"
Lewis Cliff 88031,6.1,"(-84.243700, 161.418930)"
Lewis Cliff 88032,11.2,"(-84.246920, 161.459520)"
Lewis Cliff 88033,1.9,"(-84.246130, 161.463800)"
Lewis Cliff 88034,7.3,"(-84.251520, 161.393530)"
Lewis Cliff 88035,6.1,"(-84.250820, 161.403180)"
Lewis Cliff 88036,4.1,"(-84.251550, 161.397490)"
Lewis Cliff 88037,3.8,"(-84.245380, 161.469890)"
Lewis Cliff 88038,4.2,"(-84.245540, 161.500520)"
Lewis Cliff 88039,14.9,"(-84.243850, 161.424250)"
Lewis Cliff 88040,10.6,"(-84.250980, 161.404650)"
Lewis Cliff 88041,9.2,"(-84.246260, 161.467640)"
Lewis Cliff 88042,7.0,"(-84.245330, 161.424080)"
Lewis Cliff 88043,8.3,"(-84.243340, 161.425800)"
Lewis Cliff 88044,7.9,"(-84.247120, 161.454280)"
Lewis Cliff 88045,3.6,"(-84.245680, 161.444700)"
Lewis Cliff 88046,5.5,"(-84.245530, 161.433850)"
Lewis Cliff 88047,6.8,"(-84.247930, 161.478280)"
Lewis Cliff 88048,3.9,"(-84.246220, 161.474990)"
Lewis Cliff 88049,1.9,"(-84.243200, 161.424010)"
Lewis Cliff 88050,6.2,"(-84.250920, 161.403930)"
Lewis Cliff 88051,7.2,"(-84.251740, 161.403530)"
Lewis Cliff 88052,0.5,"(-84.245070, 161.448970)"
Lewis Cliff 88053,6.3,"(-84.250850, 161.394770)"
Lewis Cliff 88054,6.1,"(-84.251730, 161.395640)"
Lewis Cliff 88055,1.7,"(-84.245880, 161.444410)"
Lewis Cliff 88056,3.0,"(-84.251520, 161.398550)"
Lewis Cliff 88057,8.4,"(-84.246340, 161.452730)"
Lewis Cliff 88058,66.7,"(-84.245090, 161.491370)"
Lewis Cliff 88059,10.8,"(-84.251680, 161.401490)"
Lewis Cliff 88060,24.6,"(-84.242920, 161.426430)"
Lewis Cliff 88061,2.3,"(-84.245780, 161.439600)"
Lewis Cliff 88062,8.9,"(-84.247190, 161.479060)"
Lewis Cliff 88063,22.8,"(-84.245360, 161.450550)"
Lewis Cliff 88064,28.9,"(-84.245270, 161.406060)"
Lewis Cliff 88065,9.1,"(-84.244730, 161.415120)"
Lewis Cliff 88066,7.5,"(-84.244030, 161.432030)"
Lewis Cliff 88067,11.5,"(-84.252650, 161.415430)"
Lewis Cliff 88068,8.0,"(-84.244990, 161.418250)"
Lewis Cliff 88069,3.5,"(-84.244980, 161.407530)"
Lewis Cliff 88070,5.5,"(-84.245390, 161.451500)"
Lewis Cliff 88071,8.3,"(-84.252700, 161.413260)"
Lewis Cliff 88072,32.6,"(-84.252700, 161.419480)"
Lewis Cliff 88073,3.2,"(-84.244890, 161.414210)"
Lewis Cliff 88074,2.2,"(-84.253060, 161.390090)"
Lewis Cliff 88075,6.9,"(-84.245410, 161.447520)"
Lewis Cliff 88076,4.2,"(-84.244900, 161.423590)"
Lewis Cliff 88077,20.6,"(-84.244960, 161.406610)"
Lewis Cliff 88078,9.7,"(-84.245460, 161.420120)"
Lewis Cliff 88079,7.0,"(-84.244110, 161.421070)"
Lewis Cliff 88080,11.0,"(-84.252740, 161.388930)"
Lewis Cliff 88081,11.5,"(-84.252140, 161.397760)"
Lewis Cliff 88082,27.2,"(-84.252860, 161.394160)"
Lewis Cliff 88083,7.9,"(-84.245130, 161.405000)"
Lewis Cliff 88084,36.2,"(-84.252850, 161.404810)"
Lewis Cliff 88085,7.3,"(-84.245130, 161.417360)"
Lewis Cliff 88086,4.4,"(-84.244730, 161.429590)"
Lewis Cliff 88087,14.3,"(-84.252450, 161.402470)"
Lewis Cliff 88088,25.5,"(-84.244900, 161.412440)"
Lewis Cliff 88089,7.7,"(-84.252220, 161.409510)"
Lewis Cliff 88090,7.8,"(-84.252340, 161.417250)"
Lewis Cliff 88091,3.5,"(-84.252670, 161.389540)"
Lewis Cliff 88092,11.9,"(-84.252160, 161.383670)"
Lewis Cliff 88093,3.8,"(-84.252080, 161.405620)"
Lewis Cliff 88094,12.3,"(-84.252640, 161.395600)"
Lewis Cliff 88095,11.9,"(-84.252840, 161.384650)"
Lewis Cliff 88096,5.2,"(-84.252630, 161.406540)"
Lewis Cliff 88097,9.1,"(-84.252560, 161.405720)"
Lewis Cliff 88098,12.3,"(-84.252340, 161.397050)"
Lewis Cliff 88099,7.0,"(-84.251920, 161.400800)"
Lewis Cliff 88100,21.6,"(-84.251120, 161.406290)"
Lewis Cliff 88102,10.9,"(-84.252590, 161.369450)"
Lewis Cliff 88103,3.8,"(-84.235220, 161.479540)"
Lewis Cliff 88104,11.9,"(-84.246750, 161.422070)"
Lewis Cliff 88105,9.5,"(-84.252830, 161.377540)"
Lewis Cliff 88106,19.6,"(-84.255330, 161.401580)"
Lewis Cliff 88107,9.0,"(-84.255360, 161.402180)"
Lewis Cliff 88108,12.6,"(-84.276980, 161.353000)"
Lewis Cliff 88109,19.8,"(-84.252480, 161.380690)"
Lewis Cliff 88110,33.7,"(-84.251640, 161.378290)"
Lewis Cliff 88111,25.2,"(-84.274450, 161.408480)"
Lewis Cliff 88112,9.9,"(-84.252430, 161.371080)"
Lewis Cliff 88113,7.4,"(-84.274480, 161.402460)"
Lewis Cliff 88114,9.3,"(-84.253300, 161.407590)"
Lewis Cliff 88115,17.0,"(-84.253320, 161.394630)"
Lewis Cliff 88116,73.09999999999998,"(-84.251510, 161.367800)"
Lewis Cliff 88117,7.1,"(-84.253250, 161.394310)"
Lewis Cliff 88118,11.1,"(-84.251830, 161.375090)"
Lewis Cliff 88119,39.4,"(-84.252440, 161.357210)"
Lewis Cliff 88120,32.1,"(-84.251670, 161.366640)"
Lewis Cliff 88121,15.6,"(-84.252840, 161.373400)"
Lewis Cliff 88122,8.3,"(-84.275780, 161.410660)"
Lewis Cliff 88123,3.8,"(-84.252560, 161.365770)"
Lewis Cliff 88124,4.3,"(-84.254530, 161.382730)"
Lewis Cliff 88125,23.4,"(-84.252800, 161.374710)"
Lewis Cliff 88126,3.8,"(-84.274730, 161.408130)"
Lewis Cliff 88127,8.800000000000002,"(-84.253030, 161.403100)"
Lewis Cliff 88128,3.4,"(-84.267790, 161.408280)"
Lewis Cliff 88129,17.9,"(-84.234270, 161.605030)"
Lewis Cliff 88130,4.9,"(-84.250480, 161.442100)"
Lewis Cliff 88131,4.5,"(-84.277190, 161.384040)"
Lewis Cliff 88132,7.1,"(-84.283330, 161.083330)"
Lewis Cliff 88133,3.5,"(-84.241900, 161.438900)"
Lewis Cliff 88134,5.7,"(-84.245260, 161.389720)"
Lewis Cliff 88135,16.0,"(-84.264920, 161.362810)"
Lewis Cliff 88136,34.6,"(-84.246510, 161.395620)"
Lewis Cliff 88137,26.1,"(-84.245550, 161.402030)"
Lewis Cliff 88138,6.2,"(-84.245510, 161.411240)"
Lewis Cliff 88139,5.1,"(-84.274510, 161.407070)"
Lewis Cliff 88140,10.4,"(-84.245870, 161.399830)"
Lewis Cliff 88141,4.9,"(-84.245480, 161.417580)"
Lewis Cliff 88142,6.6,"(-84.245500, 161.405450)"
Lewis Cliff 88143,53.4,"(-84.245540, 161.415820)"
Lewis Cliff 88144,18.8,"(-84.246610, 161.385840)"
Lewis Cliff 88145,3.4,"(-84.245670, 161.428290)"
Lewis Cliff 88146,5.0,"(-84.245390, 161.412120)"
Lewis Cliff 88147,19.7,"(-84.246460, 161.397730)"
Lewis Cliff 88148,4.4,"(-84.245450, 161.410870)"
Lewis Cliff 88149,1.5,"(-84.275430, 161.409620)"
Lewis Cliff 88150,3.7,"(-84.274810, 161.408990)"
Lewis Cliff 88151,5.9,"(-84.246080, 161.401950)"
Lewis Cliff 88152,2.9,"(-84.275420, 161.411660)"
Lewis Cliff 88153,1.0,"(-84.274960, 161.409150)"
Lewis Cliff 88154,1.5,"(-84.275750, 161.411140)"
Lewis Cliff 88155,19.7,"(-84.242730, 161.423970)"
Lewis Cliff 88156,32.0,"(-84.249070, 161.383930)"
Lewis Cliff 88157,22.1,"(-84.251840, 161.390130)"
Lewis Cliff 88158,35.1,"(-84.247860, 161.376800)"
Lewis Cliff 88159,32.8,"(-84.262710, 161.349840)"
Lewis Cliff 88160,21.1,"(-84.250870, 161.417030)"
Lewis Cliff 88161,22.0,"(-84.250690, 161.400780)"
Lewis Cliff 88162,29.1,"(-84.237500, 161.434520)"
Lewis Cliff 88163,79.09999999999998,"(-84.247350, 161.379440)"
Lewis Cliff 88164,74.2,"(-84.237920, 161.460940)"
Lewis Cliff 88165,52.3,"(-84.237700, 161.459100)"
Lewis Cliff 88166,26.4,"(-84.248280, 161.379570)"
Lewis Cliff 88167,59.1,"(-84.250900, 161.377790)"
Lewis Cliff 88168,23.0,"(-84.247930, 161.378950)"
Lewis Cliff 88169,100.8,"(-84.249330, 161.493680)"
Lewis Cliff 88170,14.9,"(-84.249500, 161.493320)"
Lewis Cliff 88171,21.4,"(-84.239330, 161.443840)"
Lewis Cliff 88172,20.0,"(-84.237040, 161.437650)"
Lewis Cliff 88173,51.3,"(-84.242100, 161.424620)"
Lewis Cliff 88174,103.8,"(-84.248570, 161.367360)"
Lewis Cliff 88175,111.3,"(-84.238160, 161.438730)"
Lewis Cliff 88176,7.5,"(-84.250770, 161.413900)"
Lewis Cliff 88177,83.8,"(-84.242360, 161.448640)"
Lewis Cliff 88178,55.4,"(-84.283600, 161.332880)"
Lewis Cliff 88179,18.6,"(-84.246560, 161.405630)"
Lewis Cliff 88180,46.5,"(-84.238550, 161.456150)"
Lewis Cliff 88181,34.7,"(-84.251250, 161.383810)"
Lewis Cliff 88182,53.0,"(-84.283880, 161.372130)"
Lewis Cliff 88183,17.5,"(-84.271620, 161.361080)"
Lewis Cliff 88184,47.6,"(-84.287100, 161.333890)"
Lewis Cliff 88185,45.5,"(-84.281790, 161.392030)"
Lewis Cliff 88186,47.1,"(-84.283350, 161.329490)"
Lewis Cliff 88187,35.4,"(-84.275320, 161.359010)"
Lewis Cliff 88188,45.1,"(-84.271960, 161.366000)"
Lewis Cliff 88189,43.8,"(-84.282890, 161.385720)"
Lewis Cliff 88190,131.3,"(-84.282460, 161.377480)"
Lewis Cliff 88191,32.0,"(-84.276040, 161.371820)"
Lewis Cliff 88192,39.2,"(-84.282520, 161.387310)"
Lewis Cliff 88193,37.5,"(-84.271790, 161.364510)"
Lewis Cliff 88194,20.5,"(-84.279850, 161.348940)"
Lewis Cliff 88195,45.1,"(-84.276900, 161.354270)"
Lewis Cliff 88196,36.2,"(-84.271650, 161.365110)"
Lewis Cliff 88197,48.0,"(-84.277920, 161.342330)"
Lewis Cliff 88198,71.7,"(-84.280550, 161.337780)"
Lewis Cliff 88199,69.0,"(-84.288170, 161.367820)"
Lewis Cliff 88200,56.0,"(-84.233790, 161.580930)"
Lewis Cliff 88201,46.4,"(-84.281490, 161.332770)"
Lewis Cliff 88202,36.4,"(-84.276430, 161.393140)"
Lewis Cliff 88203,30.9,"(-84.248270, 161.396490)"
Lewis Cliff 88204,21.3,"(-84.247960, 161.416550)"
Lewis Cliff 88205,44.0,"(-84.250730, 161.379560)"
Lewis Cliff 88206,34.4,"(-84.288130, 161.374420)"
Lewis Cliff 88207,21.3,"(-84.247860, 161.390210)"
Lewis Cliff 88208,30.5,"(-84.251100, 161.436490)"
Lewis Cliff 88209,17.8,"(-84.251190, 161.385190)"
Lewis Cliff 88210,60.9,"(-84.287490, 161.376950)"
Lewis Cliff 88211,33.4,"(-84.246630, 161.438120)"
Lewis Cliff 88212,47.5,"(-84.242970, 161.523480)"
Lewis Cliff 88213,34.3,"(-84.247080, 161.391100)"
Lewis Cliff 88214,76.5,"(-84.250540, 161.386810)"
Lewis Cliff 88215,29.8,"(-84.249820, 161.377300)"
Lewis Cliff 88216,13.1,"(-84.249820, 161.423810)"
Lewis Cliff 88217,13.5,"(-84.242630, 161.465270)"
Lewis Cliff 88218,37.0,"(-84.251010, 161.405980)"
Lewis Cliff 88219,38.7,"(-84.251200, 161.375980)"
Lewis Cliff 88220,5.2,"(-84.286290, 161.347700)"
Lewis Cliff 88221,20.4,"(-84.284800, 161.334380)"
Lewis Cliff 88222,5.4,"(-84.235110, 161.461970)"
Lewis Cliff 88223,6.7,"(-84.282500, 161.355950)"
Lewis Cliff 88224,4.3,"(-84.234060, 161.436040)"
Lewis Cliff 88225,21.0,"(-84.232360, 161.427370)"
Lewis Cliff 88226,9.8,"(-84.232200, 161.447260)"
Lewis Cliff 88227,7.9,"(-84.234960, 161.463420)"
Lewis Cliff 88228,3.9,"(-84.239300, 161.471240)"
Lewis Cliff 88229,3.4,"(-84.235000, 161.461280)"
Lewis Cliff 88230,8.800000000000002,"(-84.235530, 161.440930)"
Lewis Cliff 88231,2.5,"(-84.235890, 161.491760)"
Lewis Cliff 88232,6.0,"(-84.237620, 161.429810)"
Lewis Cliff 88233,12.8,"(-84.236150, 161.495670)"
Lewis Cliff 88234,7.3,"(-84.234800, 161.450850)"
Lewis Cliff 88236,9.1,"(-84.237970, 161.426030)"
Lewis Cliff 88237,5.2,"(-84.234560, 161.459900)"
Lewis Cliff 88238,4.3,"(-84.242630, 161.479500)"
Lewis Cliff 88239,5.3,"(-84.237460, 161.492970)"
Lewis Cliff 88240,9.8,"(-84.233200, 161.445680)"
Lewis Cliff 88242,5.1,"(-84.236830, 161.465120)"
Lewis Cliff 88243,12.7,"(-84.282060, 161.344720)"
Lewis Cliff 88244,3.9,"(-84.234400, 161.462980)"
Lewis Cliff 88245,6.3,"(-84.233500, 161.447830)"
Lewis Cliff 88246,11.1,"(-84.234840, 161.465940)"
Lewis Cliff 88247,10.5,"(-84.235640, 161.422420)"
Lewis Cliff 88248,13.5,"(-84.234770, 161.432810)"
Lewis Cliff 88249,4.2,"(-84.241010, 161.455560)"
Lewis Cliff 88250,5.5,"(-84.238630, 161.427610)"
Lewis Cliff 88251,3.8,"(-84.242310, 161.459140)"
Lewis Cliff 88252,1.8,"(-84.237350, 161.470980)"
Lewis Cliff 88253,20.4,"(-84.284080, 161.349630)"
Lewis Cliff 88254,13.5,"(-84.235350, 161.465330)"
Lewis Cliff 88255,3.8,"(-84.242210, 161.459570)"
Lewis Cliff 88256,4.6,"(-84.237350, 161.504370)"
Lewis Cliff 88257,9.4,"(-84.239400, 161.503430)"
Lewis Cliff 88258,21.9,"(-84.283320, 161.339780)"
Lewis Cliff 88259,22.1,"(-84.283800, 161.349720)"
Lewis Cliff 88260,6.4,"(-84.241830, 161.454470)"
Lewis Cliff 88261,17.6,"(-84.284560, 161.338460)"
Lewis Cliff 88262,13.6,"(-84.276040, 161.340380)"
Lewis Cliff 88263,8.800000000000002,"(-84.283800, 161.343980)"
Lewis Cliff 88264,16.5,"(-84.238970, 161.423950)"
Lewis Cliff 88265,3.8,"(-84.232030, 161.442990)"
Lewis Cliff 88266,16.8,"(-84.238090, 161.420850)"
Lewis Cliff 88267,12.4,"(-84.234860, 161.452070)"
Lewis Cliff 88268,2.7,"(-84.238010, 161.501060)"
Lewis Cliff 88269,7.6,"(-84.242480, 161.486980)"
Lewis Cliff 88270,9.3,"(-84.279040, 161.427010)"
Lewis Cliff 88271,11.9,"(-84.286060, 161.337970)"
Lewis Cliff 88272,3.1,"(-84.237720, 161.483920)"
Lewis Cliff 88273,4.1,"(-84.236660, 161.447290)"
Lewis Cliff 88274,6.0,"(-84.238730, 161.480490)"
Lewis Cliff 88275,11.7,"(-84.235430, 161.462740)"
Lewis Cliff 88276,8.9,"(-84.231830, 161.458010)"
Lewis Cliff 88277,5.2,"(-84.236540, 161.440340)"
Lewis Cliff 88278,3.1,"(-84.284150, 161.345790)"
